"CASE_ID","mc_killed","mc_injured","collision_severity","severe","accident_year","hours_since_midnight","season","rush_hour","late_night","day_of_week","intersection","state_hwy_ind","w_clear","w_cloudy","w_rainy","w_other","road_not_dry","road_condition_issue","lighting","type_of_collision","pcf_viol_category","mviw","alcohol_involved","truck_accident","pedestrian_accident","bicycle_accident"
6941249,"N","Y","Injury (Complaint of Pain)","N",2015,17.1666666666667,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Code 20","Fixed Object","N","N","N","N"
6941273,"N","Y","Injury (Other Visible)","N",2015,16.8333333333333,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
6941389,"N","Y","PDO (property damage only)","N",2015,8.66666666666667,"Spring","AM","N","Th","N","N","N","Y","N","N","N","N","Daylight","Other","Hazardous Parking","Other Object","N","N","Y","N"
6942009,"N","Y","PDO (property damage only)","N",2015,16.9166666666667,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Parked Motor Vehicle","N","N","N","N"
6942030,"N","Y","PDO (property damage only)","N",2015,18.75,"Spring","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
6942033,"N","Y","Injury (Complaint of Pain)","N",2015,22,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6942052,"N","Y","Injury (Complaint of Pain)","N",2015,14.9166666666667,"Spring","N","N","Su","N","N","Y","N","N","N","N","Y","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6942061,"N","Y","PDO (property damage only)","N",2015,14,"Spring","N","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6942077,"N","Y","Injury (Complaint of Pain)","N",2015,12,"Spring","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Unsafe Lane Change","Other Motor Vehicle","N","N","N","N"
6942091,"N","Y","PDO (property damage only)","N",2015,10.5833333333333,"Spring","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Right of Way","Other Object","N","N","N","N"
6942105,"N","N","Injury (Complaint of Pain)","N",2015,20.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","Y","Dark - Street Lights","Rear End","Unsafe Starting or Backing","Parked Motor Vehicle","Y","N","Y","N"
6942179,"N","Y","Injury (Other Visible)","N",2015,23,"Spring","N","Y","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Pedestrian Violation","Non-Collision","N","N","N","N"
6942182,"N","Y","Injury (Complaint of Pain)","N",2015,17.75,"Spring","PM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Right of Way","Non-Collision","N","N","N","N"
6942203,"N","Y","Injury (Other Visible)","N",2015,20.0833333333333,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6942223,"N","Y","Injury (Other Visible)","N",2015,15.9166666666667,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6942644,"N","Y","Injury (Other Visible)","N",2015,11.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
6942841,"N","Y","PDO (property damage only)","N",2015,18.5,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6942877,"N","Y","PDO (property damage only)","N",2015,23.8333333333333,"Spring","N","Y","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6942931,"N","N","Fatal","Y",2015,22.5,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6942978,"N","Y","PDO (property damage only)","N",2015,10.5833333333333,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Object","N","N","N","N"
6943018,"N","Y","Injury (Complaint of Pain)","N",2015,17.6666666666667,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6943280,"N","N","Fatal","Y",2015,15.3333333333333,"Spring","PM","N","W","N","Y","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6943616,"N","Y","Injury (Other Visible)","N",2015,11.75,"Spring","N","N","Tu","Y","N","N","Y","N","N","N","N","Daylight","Sideswipe","Unsafe Lane Change","Other Motor Vehicle","Y","N","Y","N"
6943627,"N","Y","Injury (Other Visible)","N",2015,22.9166666666667,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6944755,"N","Y","Injury (Complaint of Pain)","N",2015,15,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Head-On","Impeding Traffic","Parked Motor Vehicle","N","N","N","N"
6944763,"N","Y","PDO (property damage only)","N",2015,20.0833333333333,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6944767,"N","Y","PDO (property damage only)","N",2015,18.75,"Spring","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6944772,"N","Y","PDO (property damage only)","N",2015,9.41666666666667,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Non-Collision","N","N","N","N"
6944789,"N","Y","PDO (property damage only)","N",2015,14.8333333333333,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6944792,"N","Y","Injury (Complaint of Pain)","N",2015,10.5,"Spring","N","N","Tu","Y","N","N","Y","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Non-Collision","N","N","N","N"
6944797,"N","Y","Injury (Other Visible)","N",2015,3.25,"Spring","N","Y","Th","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6944816,"N","Y","Injury (Complaint of Pain)","N",2015,18.4166666666667,"Spring","PM","N","M","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6944836,"N","Y","Injury (Other Visible)","N",2015,13.3333333333333,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Head-On","Unsafe Lane Change","Other Motor Vehicle","N","N","N","N"
6944844,"N","Y","Injury (Other Visible)","N",2015,19.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
6944899,"N","Y","Injury (Complaint of Pain)","N",2015,15.8333333333333,"Winter","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Right of Way","Non-Collision","N","N","N","N"
6945401,"N","Y","PDO (property damage only)","N",2015,23.4166666666667,"Spring","N","Y","Tu","N","N","Y","N","N","N","N","Y","Dark - Street Lights","Rear End","Unsafe Speed","Other Motor Vehicle","Y","N","N","N"
6945656,"N","Y","Injury (Complaint of Pain)","N",2015,17.4166666666667,"Spring","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
6945662,"N","Y","PDO (property damage only)","N",2015,17.1666666666667,"Spring","N","N","Sa","Y","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6945667,"N","Y","Injury (Complaint of Pain)","N",2015,15.5833333333333,"Spring","PM","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6945668,"N","Y","PDO (property damage only)","N",2015,20,"Spring","N","N","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Pedestrian Violation","Other Object","N","N","N","N"
6945700,"N","Y","PDO (property damage only)","N",2015,18.6666666666667,"Spring","N","N","Su","Y","Y","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Non-Collision","N","N","N","N"
6946376,"N","Y","Injury (Complaint of Pain)","N",2015,12,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Pedestrian Violation","Fixed Object","N","N","N","N"
6946379,"N","N","PDO (property damage only)","N",2015,13.5,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6946549,"N","Y","PDO (property damage only)","N",2015,17.3333333333333,"Spring","PM","N","M","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6947379,"N","Y","Injury (Other Visible)","N",2015,11.5,"Spring","N","N","M","N","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6947395,"N","Y","Injury (Other Visible)","N",2015,21.3333333333333,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6947403,"N","Y","Injury (Complaint of Pain)","N",2015,14.9166666666667,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6948326,"N","Y","Injury (Complaint of Pain)","N",2015,16.2,"Spring","N","N","Sa","N","Y","N","Y","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6948342,"N","Y","Injury (Other Visible)","N",2015,20.3333333333333,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Overturned","Unsafe Speed","Non-Collision","Y","N","N","N"
6948525,"N","Y","PDO (property damage only)","N",2015,9.66666666666667,"Spring","N","N","Tu","N","Y","N","Y","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6949251,"N","Y","PDO (property damage only)","N",2015,17.8,"Spring","PM","N","Th","N","Y","N","Y","N","N","N","N","Daylight","Overturned","Automobile Right of Way","Non-Collision","N","N","N","N"
6950412,"N","Y","Injury (Other Visible)","N",2015,13.8333333333333,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Unsafe Speed","Other Motor Vehicle","Y","N","N","N"
6950428,"N","N","Injury (Other Visible)","N",2015,18.4166666666667,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6950560,"N","Y","Injury (Other Visible)","N",2015,7.5,"Spring","AM","N","M","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6950643,"N","Y","PDO (property damage only)","N",2015,19.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Dusk or Dawn","Other","Wrong Side of Road","Other Object","N","N","N","N"
6950686,"N","Y","PDO (property damage only)","N",2015,23.75,"Spring","N","Y","Tu","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6950690,"N","Y","PDO (property damage only)","N",2015,15.6666666666667,"Spring","PM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6950744,"N","Y","Injury (Complaint of Pain)","N",2015,20.6666666666667,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","Y","N","N","N"
6950772,"N","Y","Injury (Other Visible)","N",2015,13.5,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Impeding Traffic","Other Object","N","N","N","N"
6950777,"N","Y","Injury (Other Visible)","N",2015,9.5,"Spring","N","N","F","N","N","N","Y","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6951455,"N","Y","PDO (property damage only)","N",2015,17.8166666666667,"Spring","PM","N","M","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6953079,"N","Y","PDO (property damage only)","N",2015,16.75,"Spring","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6953421,"N","Y","PDO (property damage only)","N",2015,13,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6953469,"N","Y","Injury (Other Visible)","N",2015,17.4166666666667,"Spring","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6954094,"N","N","Injury (Complaint of Pain)","N",2015,9.33333333333333,"Summer","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6954632,"N","N","Fatal","Y",2015,0.75,"Spring","N","Y","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Unsafe Speed","Other Motor Vehicle","Y","N","N","N"
6954771,"N","N","Fatal","Y",2015,25,"Spring","N","Y","Tu","N","N","Y","N","N","N","N","N","Daylight","Other","Unsafe Starting or Backing","Parked Motor Vehicle","N","N","N","N"
6954796,"N","N","Fatal","Y",2015,13,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Non-Collision","N","N","N","N"
6954852,"N","Y","Injury (Complaint of Pain)","N",2015,16.4166666666667,"Spring","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6954864,"N","Y","Injury (Other Visible)","N",2015,9.75,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6955469,"N","Y","PDO (property damage only)","N",2015,12.6666666666667,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6955486,"N","Y","Injury (Complaint of Pain)","N",2015,10.9166666666667,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6955514,"N","Y","Injury (Complaint of Pain)","N",2015,9.5,"Spring","N","N","Th","N","N","N","Y","N","N","N","N","Daylight","Other","Other Improper Driving","Non-Collision","N","N","N","N"
6955852,"N","Y","Injury (Complaint of Pain)","N",2015,15,"Spring","PM","N","W","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6955886,"N","Y","Injury (Complaint of Pain)","N",2015,18.1666666666667,"Spring","PM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Head-On","Code 19","Other Motor Vehicle","N","N","N","N"
6955902,"N","Y","Injury (Other Visible)","N",2015,22.3333333333333,"Spring","N","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
6955920,"N","Y","Injury (Complaint of Pain)","N",2015,14,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Overturned","Pedestrian Violation","Non-Collision","N","N","N","N"
6956530,"N","Y","Injury (Complaint of Pain)","N",2015,18.3333333333333,"Spring","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Hit Object","Unsafe Speed","Fixed Object","Y","N","N","N"
6956640,"N","N","PDO (property damage only)","N",2015,14,"Spring","N","N","Th","N","N","Y","N","N","N","N","Y","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","Y","N","N"
6957086,"N","Y","Injury (Complaint of Pain)","N",2015,20.1666666666667,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6957887,"N","Y","PDO (property damage only)","N",2015,16.4166666666667,"Spring","PM","N","M","Y","Y","Y","N","N","N","N","N","Daylight","Broadside","Other Improper Driving","Other Motor Vehicle","N","N","N","N"
6957898,"N","Y","PDO (property damage only)","N",2015,20.4166666666667,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6958347,"N","Y","Injury (Complaint of Pain)","N",2015,13.75,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","Y","N","N"
6958596,"N","Y","Injury (Other Visible)","N",2015,17.9166666666667,"Spring","PM","N","W","Y","Y","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6958711,"N","Y","PDO (property damage only)","N",2015,13.1666666666667,"Spring","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6958928,"N","Y","PDO (property damage only)","N",2015,13.5,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6958932,"N","Y","Injury (Complaint of Pain)","N",2015,22,"Spring","N","N","W","N","N","N","Y","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6958951,"N","Y","Injury (Complaint of Pain)","N",2015,9.75,"Spring","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Other","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6958967,"N","Y","Injury (Complaint of Pain)","N",2015,20.8333333333333,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6960205,"N","Y","PDO (property damage only)","N",2015,18.5833333333333,"Spring","PM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6961395,"N","Y","Injury (Complaint of Pain)","N",2015,10.5833333333333,"Spring","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6961640,"N","N","Fatal","Y",2015,25,"Spring","N","Y","F","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
6962090,"N","Y","Injury (Other Visible)","N",2015,12.4166666666667,"Spring","N","N","Su","N","Y","N","Y","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
6962530,"N","Y","Injury (Other Visible)","N",2015,8.66666666666667,"Spring","AM","N","Tu","Y","N","N","N","Y","N","Y","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6962538,"N","Y","Injury (Complaint of Pain)","N",2015,12,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6962557,"N","N","PDO (property damage only)","N",2015,16.1666666666667,"Spring","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6962782,"N","Y","Injury (Other Visible)","N",2015,18.3333333333333,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6963132,"N","Y","Injury (Other Visible)","N",2015,11.9166666666667,"Spring","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Other","Unsafe Lane Change","Other Motor Vehicle","N","N","N","N"
6963160,"N","Y","Injury (Complaint of Pain)","N",2015,8.75,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6963183,"N","Y","Injury (Complaint of Pain)","N",2015,16,"Spring","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
6964312,"N","Y","Injury (Other Visible)","N",2015,14.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Other Improper Driving","Fixed Object","N","N","N","N"
6964319,"N","Y","Injury (Complaint of Pain)","N",2015,18.75,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Other","Impeding Traffic","Other Object","N","N","N","N"
6964329,"N","Y","Injury (Other Visible)","N",2015,0.333333333333333,"Spring","N","Y","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Motor Vehicle on Other Roadway","N","N","N","N"
6964334,"N","Y","Injury (Other Visible)","N",2015,12.3333333333333,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6964344,"N","Y","Injury (Complaint of Pain)","N",2015,13,"Spring","N","N","W","N","N","N","Y","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
6964346,"N","Y","Injury (Complaint of Pain)","N",2015,17.75,"Spring","PM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6964578,"N","N","Fatal","Y",2015,19.6666666666667,"Summer","N","N","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Code 19","Other Motor Vehicle","N","N","N","N"
6965176,"N","N","PDO (property damage only)","N",2015,19.3333333333333,"Spring","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6965723,"N","N","Fatal","Y",2015,7.66666666666667,"Spring","AM","N","Th","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
6965792,"N","Y","Injury (Complaint of Pain)","N",2015,15.1666666666667,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6965855,"N","Y","Injury (Complaint of Pain)","N",2015,16.6666666666667,"Spring","PM","N","Tu","N","N","N","Y","Y","N","Y","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
6965899,"N","Y","Injury (Other Visible)","N",2015,17.5,"Spring","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
6967364,"N","Y","Injury (Complaint of Pain)","N",2015,13.3333333333333,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967370,"N","Y","Injury (Other Visible)","N",2015,21.4166666666667,"Summer","N","N","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6967382,"N","Y","Injury (Other Visible)","N",2015,15.4166666666667,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967387,"N","Y","Injury (Complaint of Pain)","N",2015,22,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - No Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
6967391,"N","Y","Injury (Complaint of Pain)","N",2015,9.41666666666667,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
6967399,"N","Y","Injury (Complaint of Pain)","N",2015,18.3333333333333,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967406,"N","Y","Injury (Complaint of Pain)","N",2015,15.75,"Summer","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967438,"N","Y","Injury (Complaint of Pain)","N",2015,15.3333333333333,"Spring","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Other Object","N","N","N","N"
6967455,"N","Y","Injury (Complaint of Pain)","N",2015,16.75,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Head-On","Wrong Side of Road","Other Motor Vehicle","Y","N","N","N"
6967457,"N","Y","Injury (Other Visible)","N",2015,0.166666666666667,"Spring","N","Y","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967508,"N","Y","Injury (Complaint of Pain)","N",2015,17.5833333333333,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
6967518,"N","Y","Injury (Complaint of Pain)","N",2015,17.5833333333333,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
6967520,"N","Y","Injury (Complaint of Pain)","N",2015,7.33333333333333,"Spring","AM","N","W","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6967661,"N","Y","Injury (Other Visible)","N",2015,23.3833333333333,"Spring","N","Y","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Parked Motor Vehicle","Y","N","N","N"
6968413,"N","N","Fatal","Y",2015,6.08333333333333,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Dusk or Dawn","Rear End","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
6968658,"N","Y","Injury (Other Visible)","N",2015,15.5833333333333,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
6968698,"N","Y","PDO (property damage only)","N",2015,20.1666666666667,"Spring","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Pedestrian Violation","Non-Collision","N","N","N","N"
6968878,"N","Y","PDO (property damage only)","N",2015,20.75,"Summer","N","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Vehicle/Pedestrian","Hazardous Parking","Pedestrian","Y","N","Y","N"
6969245,"N","Y","PDO (property damage only)","N",2015,7.16666666666667,"Summer","AM","N","W","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
6970012,"N","Y","PDO (property damage only)","N",2015,4,"Spring","N","Y","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","Y","N","N","N"
6970039,"N","Y","PDO (property damage only)","N",2015,21.5,"Summer","N","N","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
6970051,"N","Y","Injury (Complaint of Pain)","N",2015,15.0833333333333,"Summer","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
6970066,"N","Y","Injury (Complaint of Pain)","N",2015,11.4166666666667,"Summer","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
